"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","sample_name","sample_type"
0.015,0.205,0.1865,0.1575,0,0,0.069,0.11,0.001,0,0,5e-04,0.07,0.0255,0.089,0.071,"out_sample_851","outlier"
0.044,0.028,0.0135,0.018,0.023,0.007,0.057,0.0245,0.182,0.1575,0.077,0.102,0.087,0.0905,0.042,0.047,"out_sample_852","outlier"
0.032,0.0085,0.2135,0.1205,0.0755,0.041,0.03,0.2405,0.0075,0.0045,0.0555,0.0265,0.012,0.0095,0.082,0.041,"out_sample_853","outlier"
0.041,0.0215,0.002,0.015,0.2565,0.1495,0.0585,0.016,0.024,0.069,0.003,0.0325,0.038,0.2035,0.0085,0.0615,"out_sample_854","outlier"
0,0.026,0.0045,0.0115,0.0655,0.344,0.087,0.0395,0.02,0.1415,0.022,0.05,0.0125,0.116,0.012,0.048,"out_sample_855","outlier"
0.0095,0.0025,0.0045,0.001,0.036,0.0185,0.014,0.0085,0.0795,0.2785,0.1865,0.041,0.0385,0.161,0.0925,0.028,"out_sample_856","outlier"
0.0535,0.0505,0.308,0.147,0.0645,0.0245,0.0115,0.052,0.011,0.0035,0.037,0.02,0.0325,0.006,0.1185,0.06,"out_sample_857","outlier"
0.003,0.0015,0.009,5e-04,0.012,0.443,0.03,0.0865,5e-04,0.0125,0.029,0.0035,0.002,0.094,0.258,0.015,"out_sample_858","outlier"
0.013,0.0425,0.2005,0.084,0.029,0.02,0.0195,0.164,0.0095,0.005,0.049,0.033,0.03,0.0165,0.189,0.0955,"out_sample_859","outlier"
0,0.002,0.008,5e-04,0.2695,0.1605,0.0365,0.2085,0,0.0085,0.0505,0.0125,0.0015,0.033,0.1535,0.055,"out_sample_860","outlier"
0.1595,0.196,0.004,0.1195,0.0875,0.0315,0.054,0.016,0.1105,0.047,0.0015,0.051,0.061,0.0265,0.002,0.0325,"out_sample_861","outlier"
0,0.001,0.002,0.001,0.3765,0.1885,0.029,0.0865,0,0.013,0.031,0.0115,5e-04,0.062,0.1495,0.048,"out_sample_862","outlier"
0,0,0,0,0,0,0,0,0.0415,0.185,0.1855,0.2485,0.013,0.12,0.0715,0.135,"out_sample_863","outlier"
0.003,0.004,0.1755,0.102,0.245,0.071,0.0025,0.079,5e-04,0,0.036,0.0145,0.0015,0.0025,0.166,0.097,"out_sample_864","outlier"
0.1205,0.1215,0.1425,0.16,0.0305,0.0125,0.0675,0.092,0,0,0,0,0.0825,0.0255,0.062,0.083,"out_sample_865","outlier"
0.0545,0.036,0.016,0.0305,0.033,0.008,0.059,0.0345,0.157,0.146,0.0515,0.106,0.0865,0.0975,0.0285,0.0555,"out_sample_866","outlier"
0.1075,0.082,0.018,0.1195,0.0275,0.0195,0.0915,0.0685,0.08,0.044,0.0175,0.072,0.0845,0.053,0.0155,0.0995,"out_sample_867","outlier"
0.098,0.057,0.0315,0.0215,0.1145,0.177,0.0765,0.025,0.0065,0.008,0.005,0,0.0945,0.176,0.0705,0.0385,"out_sample_868","outlier"
0.0865,0.1975,0.024,0.106,0,0.049,0.1015,0.048,0.052,0.023,0.0065,0.027,0.1255,0.065,0.014,0.0745,"out_sample_869","outlier"
0.0035,0.0025,5e-04,0.0025,0.0085,0.0595,0.0075,0.006,0.0715,0.382,0.088,0.202,0.0085,0.086,0.0225,0.049,"out_sample_870","outlier"
0.023,0.1165,0,0.0425,0.2355,0.174,0.124,0.0325,0.0415,0.0815,0,0.0315,0.018,0.059,0,0.0205,"out_sample_871","outlier"
0,0,0.0295,0.009,0.002,0.0015,0,0.0085,0,0,0.4385,0.15,0,0,0.268,0.093,"out_sample_872","outlier"
0.0175,0.019,0.166,0.0975,0.0725,0.059,0.016,0.174,5e-04,5e-04,0.007,0.003,0.0155,0.017,0.2155,0.1195,"out_sample_873","outlier"
0.007,0.018,0.0025,0.0135,0.1985,0.136,0.075,0.0435,0.0285,0.156,0.019,0.072,0.011,0.138,0.015,0.0665,"out_sample_874","outlier"
0.0485,0.0205,0.055,0.054,0.1985,0.1005,0.0675,0.1015,0.0085,0.014,0.0125,0.015,0.0415,0.0805,0.0855,0.0965,"out_sample_875","outlier"
0.1855,0.058,0.001,0.1105,5e-04,0.0065,0.083,0.0405,0.129,0.057,0.001,0.0995,0.11,0.043,0,0.075,"out_sample_876","outlier"
0.0035,0.0015,0.25,0.0835,0.008,0.1355,0.0035,0.1815,0,0,0.0015,5e-04,0.001,0.001,0.2415,0.0875,"out_sample_877","outlier"
0.02,0.0295,0.026,0.0285,0.1045,0.0365,0.042,0.0605,0.05,0.066,0.086,0.1085,0.031,0.1055,0.086,0.1195,"out_sample_878","outlier"
0.196,0.1835,0.093,0.1005,0,0,0.1225,0.0575,0.0055,0.001,5e-04,0.002,0.1285,0.0355,0.0325,0.0415,"out_sample_879","outlier"
0.1175,0.048,0.1575,0.0235,0.014,0.0045,0.066,0.077,0.0465,0.015,0.0565,0.004,0.106,0.0485,0.195,0.0205,"out_sample_880","outlier"
0.061,0.026,0.0545,0.034,0.1125,0.362,0.0505,0.065,0.004,0.0095,0.01,0.005,0.021,0.0735,0.06,0.0515,"out_sample_881","outlier"
0.039,0.0465,0.0075,0.0285,0.006,0.002,0.054,0.0245,0.1935,0.125,0.0265,0.0935,0.1445,0.1055,0.0205,0.083,"out_sample_882","outlier"
0.227,0.0685,0.087,0.1315,0.0085,0.0045,0.0785,0.055,0.0505,0.0185,0.019,0.018,0.105,0.0365,0.0385,0.0535,"out_sample_883","outlier"
0.0075,0.0025,0.0045,0.0035,0.003,0.0015,0.012,0.005,0.264,0.212,0.09,0.134,0.1005,0.0765,0.0375,0.046,"out_sample_884","outlier"
0.0475,0.015,0.208,0.0945,0.0145,0.0115,0.0275,0.1885,0.015,0.008,0.102,0.0495,0.0225,0.0145,0.1185,0.063,"out_sample_885","outlier"
0.1205,0.0785,0,0.122,0.0915,0.186,0.121,0.0715,0,0,0,5e-04,0.0485,0.083,0,0.077,"out_sample_886","outlier"
0,0,0.0275,0.0095,5e-04,5e-04,0,0.0115,5e-04,0,0.582,0.1565,0,0,0.166,0.0455,"out_sample_887","outlier"
0.182,0.0535,0.1055,0.082,0.051,0.0125,0.085,0.0815,0.003,0.002,0.0035,0.003,0.107,0.0525,0.099,0.077,"out_sample_888","outlier"
0.016,0.1355,0.047,0.0325,5e-04,0.16,0.1295,0.056,0.0195,0.0325,0.014,0.013,0.0845,0.156,0.0565,0.047,"out_sample_889","outlier"
0.2785,0.112,0.007,0.115,0,0.005,0.164,0.061,0.0105,0.0055,0,0.0065,0.121,0.058,0.0035,0.0525,"out_sample_890","outlier"
0.0545,0.015,0.001,0.035,0.0045,0.0095,0.0355,0.019,0.232,0.136,0.013,0.213,0.0965,0.058,0.003,0.0745,"out_sample_891","outlier"
0.001,0.2025,0.1395,0.072,0.053,0.03,0.021,0.0235,0.0225,0.009,0.016,0.0135,0.15,0.0455,0.1235,0.0775,"out_sample_892","outlier"
0.016,0.0015,0.0055,0.0045,0.0515,0.43,0.144,0.1265,0.005,0.0815,0.035,0.035,5e-04,0.033,0.016,0.0145,"out_sample_893","outlier"
0.015,0.005,0.0355,0.008,0.014,0.0045,0.006,0.0165,0.094,0.0545,0.267,0.1125,0.0675,0.037,0.189,0.074,"out_sample_894","outlier"
0.016,0.0925,0.0875,0.0825,0.0045,0.0035,0.053,0.12,0.068,0.0415,0.1035,0.0945,0.057,0.0265,0.0745,0.075,"out_sample_895","outlier"
0.0015,0.0025,0.086,0.052,0.018,0.009,0.0035,0.0795,0.0085,0.0095,0.316,0.204,0.0065,0.005,0.1085,0.09,"out_sample_896","outlier"
5e-04,0,0,0.001,0.006,0.0015,0.0065,0.002,0.0885,0.4065,0.047,0.2605,0.0135,0.0945,0.012,0.06,"out_sample_897","outlier"
0.003,0.003,0,0.001,0.1625,0.0805,0.0885,0.026,0.0135,0.371,0.001,0.1155,0.001,0.099,0,0.0345,"out_sample_898","outlier"
0.0065,0.005,5e-04,0.0055,0.0055,0.002,0.0045,0.002,0.227,0.1855,0.0855,0.2495,0.0545,0.074,0.022,0.0705,"out_sample_899","outlier"
0.0155,0.0065,0.178,0.044,0.001,0.1165,0.0185,0.1425,0.0215,0.016,0.2085,0.0525,0.011,0.009,0.138,0.021,"out_sample_900","outlier"
5e-04,0.0595,0.079,0.0935,0.149,0.095,0.046,0.1315,0,0,0,0,0.0285,0.0595,0.12,0.138,"out_sample_901","outlier"
0.095,0.052,0.065,0.1255,0.0655,0.1395,0.0595,0.0745,0.0275,0.0285,0.0325,0.0475,0.0485,0.042,0.03,0.067,"out_sample_902","outlier"
0.048,0.027,0.048,0.0335,0.155,0.1695,0.078,0.103,0.0145,0.034,0.0375,0.025,0.022,0.084,0.0735,0.0475,"out_sample_903","outlier"
0.165,0.1695,0.018,0.116,0,5e-04,0.162,0.0705,0,0,0,0,0.143,0.0695,0.013,0.073,"out_sample_904","outlier"
0.036,0.0155,0.4055,0.0705,0.018,0.009,0.011,0.174,0.0055,0.002,0.0895,0.018,0.008,0.002,0.111,0.0245,"out_sample_905","outlier"
0.041,0.028,0.301,0.1155,0.043,0.0105,0.0215,0.094,0.001,0.0015,0.0155,0.005,0.0445,0.0085,0.1935,0.076,"out_sample_906","outlier"
0.002,0.0115,0.306,0.1655,0.126,0.0515,0.0035,0.104,0,0,0,0,0.0075,0.0025,0.1415,0.0785,"out_sample_907","outlier"
0.001,0.0025,0,0.002,5e-04,0,5e-04,5e-04,0.176,0.1135,0.1335,0.242,0.0875,0.0535,0.0625,0.1245,"out_sample_908","outlier"
0.0255,0.0075,0,0.0175,0.018,0.014,0.0125,0.0055,0.2385,0.2085,0.0015,0.219,0.0715,0.08,0,0.0805,"out_sample_909","outlier"
0.2465,0.076,0.002,0.116,0.116,0.042,0.0585,0.0155,0.062,0.027,0,0.036,0.097,0.05,0.001,0.0545,"out_sample_910","outlier"
0.003,0.007,0.29,0.0865,0.0105,0.0105,0.0065,0.1845,0.0015,0.002,0.125,0.0385,0.0025,0.0025,0.178,0.0515,"out_sample_911","outlier"
0.0215,0.006,0.0035,0.011,0.179,0.2245,0.0595,0.024,0.015,0.0985,0.0095,0.0625,0.0105,0.184,0.007,0.084,"out_sample_912","outlier"
0.002,0.0955,0.0115,0.0575,0.0035,0.0035,0.0135,0.0165,0.2125,0.0535,0.0235,0.126,0.1765,0.0465,0.02,0.138,"out_sample_913","outlier"
0.144,0.117,0.045,0.0515,0.0555,0.04,0.1895,0.0585,0.0335,0.022,0.0095,0.0125,0.0865,0.0805,0.0195,0.035,"out_sample_914","outlier"
0,0,0.224,0.054,0.014,0.0095,0,0.0705,0,0,0.281,0.0615,0,0,0.2265,0.059,"out_sample_915","outlier"
0.0495,0.034,0.1805,0.1395,0.0515,0.039,0.034,0.1375,0.012,0.0075,0.0485,0.039,0.032,0.023,0.102,0.0705,"out_sample_916","outlier"
0.071,0.1025,0.214,0.069,0.066,0.0225,0.0195,0.0295,0.052,0.019,0.097,0.04,0.053,0.0185,0.093,0.0335,"out_sample_917","outlier"
0.1585,0.048,0.0845,0.151,0.0015,0.007,0.11,0.1435,0.005,0.0015,0.003,0.004,0.081,0.037,0.0565,0.108,"out_sample_918","outlier"
0.203,0.071,0,0.1065,0.012,0.0075,0.1225,0.038,0.0885,0.029,0,0.05,0.14,0.059,0,0.073,"out_sample_919","outlier"
0.061,0.0335,0.139,0.0895,0.033,0.0115,0.0325,0.075,0.066,0.041,0.1695,0.112,0.024,0.015,0.0615,0.036,"out_sample_920","outlier"
0,0,0,0,0.2105,0.1735,0.1145,0.033,0,0.168,0,0.0475,0,0.1955,0,0.0575,"out_sample_921","outlier"
0.024,0.333,0.004,0.139,0.044,0.018,0.1485,0.0605,0.0055,0.0055,0,0.004,0.0945,0.064,0.0015,0.054,"out_sample_922","outlier"
0.122,0.2055,0.0645,0.0425,0.0935,0.031,0.065,0.021,0.0395,0.0175,0.013,0.0105,0.1425,0.062,0.0425,0.0275,"out_sample_923","outlier"
0.001,0.003,0.3855,0.232,5e-04,0,5e-04,0.175,0,0,0.0735,0.047,5e-04,0,0.046,0.0355,"out_sample_924","outlier"
0.211,0.138,0.038,0.1655,0,0.001,0.0975,0.066,0.022,0.0085,0.0035,0.02,0.0995,0.033,0.013,0.0835,"out_sample_925","outlier"
0.052,0.031,0.024,0.004,0.266,0.2535,0.12,0.026,0.002,0.014,0.003,0,0.027,0.134,0.038,0.0055,"out_sample_926","outlier"
0.001,5e-04,0,5e-04,0.002,0.0045,0.0015,0.001,0.127,0.305,0.032,0.2575,0.0405,0.124,0.0085,0.0945,"out_sample_927","outlier"
0.134,0.1445,0.0655,0.103,0.0315,0.0515,0.055,0.0435,0.0045,0.003,0.004,0.005,0.147,0.0575,0.0635,0.087,"out_sample_928","outlier"
0.134,0.0835,0.0015,0.111,0.0675,0.0595,0.1005,0.048,0,0,0,0,0.1515,0.109,5e-04,0.1335,"out_sample_929","outlier"
0,0,0.2795,0.154,0.0065,0.008,0,0.2675,0,0,0.043,0.02,0,5e-04,0.1435,0.0775,"out_sample_930","outlier"
0.154,0.068,0,0.0635,0.0495,0.0255,0.078,0.0245,0.09,0.0645,0,0.045,0.1695,0.0955,0,0.0725,"out_sample_931","outlier"
0.0025,5e-04,0,0,0.0375,0.0875,0.04,0.022,0.0045,0.337,0.0035,0.189,0.001,0.177,0.0015,0.0965,"out_sample_932","outlier"
0,0,0,0,0,0,0,0,0,0,0.5355,0.1745,0,0,0.212,0.078,"out_sample_933","outlier"
0.205,0.0975,0.026,0.0815,0.071,0.0315,0.0965,0.0415,0.0345,0.019,0.005,0.0145,0.117,0.077,0.018,0.0645,"out_sample_934","outlier"
0.067,0.0825,0.015,0.061,0.101,0.0645,0.1565,0.079,0.012,0.0155,0.0025,0.017,0.0665,0.139,0.0225,0.0985,"out_sample_935","outlier"
0.233,0.0685,0.041,0.1575,0.0055,0.003,0.08,0.048,0.0085,0.002,0,0.003,0.1635,0.0505,0.0245,0.1115,"out_sample_936","outlier"
5e-04,0.0595,0,0.0395,0.012,0.004,0.025,0.0115,0.2285,0.1,0,0.1515,0.151,0.087,0,0.13,"out_sample_937","outlier"
0.0175,0.2875,0.0475,0.06,0.0625,0.043,0.0315,0.0165,0.1095,0.041,0.03,0.0365,0.121,0.0385,0.024,0.0335,"out_sample_938","outlier"
0.0075,0.2955,0.0875,0.0795,0.02,0.015,0.163,0.0805,0,0,0,0,0.122,0.053,0.0415,0.035,"out_sample_939","outlier"
0.1585,0.0675,0.0225,0.1485,5e-04,0.0645,0.101,0.0855,0.033,0.02,0.0075,0.037,0.084,0.053,0.01,0.107,"out_sample_940","outlier"
0.176,0.2725,0.0665,0.0875,0.0115,0.021,0.1225,0.036,0.0065,0.0035,0.003,0.0035,0.104,0.0355,0.0195,0.031,"out_sample_941","outlier"
0.0365,0.0105,0.029,0.028,0.0245,0.0165,0.0155,0.015,0.1905,0.099,0.1375,0.1495,0.081,0.0585,0.0615,0.047,"out_sample_942","outlier"
0.122,0.06,0.1095,0.1395,0.004,0.0075,0.0725,0.1105,0.054,0.027,0.0445,0.053,0.063,0.0295,0.0445,0.059,"out_sample_943","outlier"
0.061,0.0235,0.0145,0.011,0.182,0.1315,0.1845,0.0665,0,0.0025,0.002,0.001,0.0415,0.2045,0.0345,0.0395,"out_sample_944","outlier"
0.009,0.0015,0.0035,0.0055,0.0175,0.011,0.004,0.0055,0.123,0.197,0.194,0.1845,0.0385,0.0765,0.0635,0.0655,"out_sample_945","outlier"
0.011,0.0525,0,0.0265,0.342,0.146,0.0385,0.0135,0,0,0,0,0.03,0.2355,0.001,0.1035,"out_sample_946","outlier"
0.0965,0.0425,0,0.089,0.0525,0.062,0.084,0.0495,0.1075,0.0785,0.001,0.104,0.07,0.075,0,0.088,"out_sample_947","outlier"
0.0245,0.233,0.0165,0.125,0.004,0.0015,0.129,0.0725,0.0755,0.037,0.0095,0.062,0.097,0.036,0.006,0.071,"out_sample_948","outlier"
0.121,0.0725,0.08,0.142,0,0,0.1045,0.1275,0.0365,0.0185,0.0235,0.0355,0.074,0.037,0.04,0.0875,"out_sample_949","outlier"
0.0235,0.1145,0.0185,0.0605,0.176,0.0965,0.1645,0.1065,0.003,0.001,0,0.0015,0.0515,0.0945,0.0135,0.0745,"out_sample_950","outlier"
0.032,0.0225,0.0025,0.016,0.248,0.098,0.101,0.032,0.02,0.087,0.0025,0.0325,0.033,0.1905,0.0055,0.077,"out_sample_951","outlier"
0.0135,0.0105,0,0.01,0.0105,0.085,0.009,0.004,0.097,0.2215,0,0.1455,0.074,0.204,0,0.1155,"out_sample_952","outlier"
0,0,0,0,0,0,0,0,0.224,0.065,0.281,0.2705,0.042,0.014,0.057,0.0465,"out_sample_953","outlier"
0.0685,0.0915,0.0915,0.143,0.018,0.0145,0.099,0.1355,0.014,0.009,0.009,0.013,0.0815,0.052,0.0635,0.0965,"out_sample_954","outlier"
0.001,0,5e-04,0,0,0,0,0.001,0.3425,0.164,0.1655,0.07,0.1265,0.06,0.046,0.023,"out_sample_955","outlier"
0.0665,0.024,0.1345,0.083,0,0.001,0.051,0.1,0.0455,0.0205,0.113,0.0635,0.047,0.032,0.1395,0.079,"out_sample_956","outlier"
0.0935,0.14,0.004,0.084,0.0575,0.02,0.1625,0.042,0.0075,0.006,5e-04,0.0045,0.1655,0.1185,0.0025,0.0915,"out_sample_957","outlier"
0.135,0.049,0.006,0.0785,0.028,0.0085,0.0805,0.0345,0.217,0.1135,0.0135,0.1525,0.035,0.022,0.001,0.0255,"out_sample_958","outlier"
0.0035,0.082,0.032,0.036,0.01,0.002,0.023,0.0175,0.236,0.076,0.1135,0.122,0.113,0.0325,0.046,0.055,"out_sample_959","outlier"
0.0735,0.0365,0.003,0.0295,0.0205,0.3355,0.092,0.0305,0.0315,0.069,0.002,0.023,0.0475,0.15,0.0035,0.0525,"out_sample_960","outlier"
0.1055,0.0575,0.0955,0.073,0.1025,0.0535,0.087,0.0875,0.0125,0.0165,0.016,0.0125,0.068,0.075,0.0755,0.062,"out_sample_961","outlier"
0.0105,0.034,0.01,0.0145,0.2695,0.188,0.0655,0.0415,0,0,0,0,0.0305,0.191,0.062,0.083,"out_sample_962","outlier"
0.02,0.0075,0.3375,0.144,0.0075,0.014,0.008,0.1455,0.002,0.002,0.064,0.02,0.006,0.004,0.1455,0.0725,"out_sample_963","outlier"
0.0045,0.001,0.013,0.0025,0.0115,0.486,0.0235,0.098,0,0.026,0.107,0.0175,0.001,0.0375,0.1465,0.0245,"out_sample_964","outlier"
0.0895,0.156,0.033,0.0955,0.0155,0.009,0.134,0.0775,0.0085,0.0055,0.003,0.008,0.132,0.0845,0.05,0.0985,"out_sample_965","outlier"
0.17,0.0795,0.0065,0.118,5e-04,0.0125,0.131,0.066,0.099,0.0545,0.002,0.0595,0.0815,0.054,0.0035,0.062,"out_sample_966","outlier"
0.0425,0.044,0.16,0.074,0.1385,0.0725,0.016,0.052,0.0315,0.019,0.1025,0.046,0.0355,0.0235,0.093,0.0495,"out_sample_967","outlier"
0.041,0.0275,0.0105,0.023,0.2645,0.105,0.063,0.031,0.0195,0.0455,0.0075,0.021,0.0385,0.1925,0.0385,0.0715,"out_sample_968","outlier"
0.0575,0.2425,0.001,0.1425,0.016,0.006,0.1925,0.0865,0.016,0.0065,0,0.0085,0.091,0.059,0.002,0.0725,"out_sample_969","outlier"
0,0.033,0.1485,0.027,0.2405,0.0965,0.0285,0.1875,0,0.0015,0.0075,0.003,0.0085,0.023,0.171,0.024,"out_sample_970","outlier"
0,0.0805,0.201,0.1045,0.101,0.0615,0.0355,0.112,0.0125,0.0065,0.0365,0.017,0.0285,0.0245,0.116,0.0625,"out_sample_971","outlier"
0.0365,0.0205,0.0315,0.014,0.017,0.0055,0.016,0.0075,0.3035,0.123,0.158,0.093,0.0755,0.035,0.045,0.0185,"out_sample_972","outlier"
0.068,0.147,0.125,0.089,0.0535,0.0355,0.066,0.0675,0.0515,0.0215,0.037,0.0205,0.0745,0.041,0.0535,0.049,"out_sample_973","outlier"
0,0,0.1405,0.091,0.195,0.089,0,0.0855,0,0,0.0065,0.0035,0,0,0.2385,0.1505,"out_sample_974","outlier"
0.148,0.059,0.0245,0.04,5e-04,0,0.126,0.041,0.219,0.142,0.037,0.0695,0.0375,0.0345,0.004,0.0175,"out_sample_975","outlier"
5e-04,0,0,0,0.3255,0.103,0.1745,0.0755,0,0.154,0.0435,0.0175,0,0.0725,0.021,0.0125,"out_sample_976","outlier"
0.133,0.12,0.001,0.1125,0.001,0.173,0.146,0.0615,0.0155,0.0175,0,0.015,0.0705,0.07,5e-04,0.063,"out_sample_977","outlier"
0.0105,0.0085,0,0.009,0.3735,0.22,0.0545,0.0215,0.0055,0.074,0,0.0345,0.0055,0.129,0,0.054,"out_sample_978","outlier"
0.02,0.052,0.0015,0.035,0.001,0.013,0.035,0.0125,0.2615,0.155,0.002,0.2145,0.081,0.047,0.0015,0.0675,"out_sample_979","outlier"
0,0,0,0,0,0,0,0,0.23,0.195,0.163,0.218,0.042,0.0555,0.041,0.0555,"out_sample_980","outlier"
0.087,0.072,0.038,0.076,0.0195,0.008,0.0755,0.0435,0.1175,0.065,0.053,0.092,0.0965,0.0605,0.0335,0.0625,"out_sample_981","outlier"
0.027,0.033,0.018,0.0365,0.0295,0.0605,0.0295,0.033,0.0945,0.1265,0.092,0.145,0.063,0.074,0.05,0.088,"out_sample_982","outlier"
0.002,0.001,0,5e-04,0.1495,0.2495,0.1725,0.036,0.0045,0.204,0.01,0.045,0.0015,0.0945,0.003,0.0265,"out_sample_983","outlier"
0.004,0.0035,0.1645,0.024,0.0325,0.0175,0.003,0.0665,0.008,0.0065,0.306,0.0435,0.011,0.0025,0.26,0.047,"out_sample_984","outlier"
0.162,0.08,0.065,0.034,0.1155,0.0455,0.124,0.05,0,0,0,0,0.111,0.12,0.0585,0.0345,"out_sample_985","outlier"
0.1515,0.042,0.034,0.06,0.122,0.043,0.147,0.0725,0,0,0,0,0.099,0.133,0.0315,0.0645,"out_sample_986","outlier"
0.0135,0.0045,0.065,0.02,0.2385,0.129,0.038,0.1545,0.0075,0.032,0.143,0.046,0.002,0.019,0.063,0.0245,"out_sample_987","outlier"
0.0285,0.0135,0.044,0.0455,0.2985,0.0725,0.051,0.1265,0.0125,0.031,0.0355,0.045,0.012,0.054,0.0555,0.0745,"out_sample_988","outlier"
0.077,0.086,0.0275,0.0725,0.2135,0.133,0.057,0.0265,0,0,0,0.001,0.0725,0.1095,0.03,0.094,"out_sample_989","outlier"
0.0025,5e-04,0.002,0.0015,0.008,0.003,5e-04,5e-04,0.188,0.269,0.1605,0.187,0.028,0.069,0.0365,0.0435,"out_sample_990","outlier"
0.0445,0.0425,0.035,0.0405,0.0045,0.001,0.052,0.034,0.187,0.0875,0.105,0.1235,0.0865,0.037,0.052,0.0675,"out_sample_991","outlier"
0.226,0.165,0.03,0.1115,0.02,0.008,0.1255,0.049,0.049,0.0175,0.0075,0.019,0.097,0.034,0.0065,0.0345,"out_sample_992","outlier"
0.033,0.138,0.015,0.094,0,0.2255,0.0735,0.052,0.0095,0.0085,0.002,0.01,0.0955,0.111,0.0195,0.113,"out_sample_993","outlier"
0.12,0.0625,0.0365,0.0265,0.014,0.0085,0.049,0.0165,0.2345,0.071,0.057,0.0425,0.1495,0.05,0.034,0.028,"out_sample_994","outlier"
0.067,0.0385,0.1465,0.14,0.0115,0.06,0.0075,0.028,0.0285,0.0095,0.062,0.052,0.0755,0.0245,0.128,0.121,"out_sample_995","outlier"
0.01,0.029,0.003,0.0105,0.0045,0.272,0.1035,0.0635,0.023,0.1035,0.0225,0.055,0.0195,0.1825,0.027,0.071,"out_sample_996","outlier"
0.2465,0.133,0.0205,0.084,0.0615,0.0355,0.0665,0.0195,0,0,0,0,0.196,0.068,0.0105,0.0585,"out_sample_997","outlier"
0.0205,0.006,0.026,0.0225,0.0485,0.0145,0.0165,0.0405,0.085,0.1185,0.261,0.176,0.0185,0.0355,0.0645,0.046,"out_sample_998","outlier"
0.0105,0.007,0,0.0095,0.0205,0.0135,0.0015,0.001,0.224,0.182,0.0235,0.2335,0.086,0.0885,0.007,0.092,"out_sample_999","outlier"
5e-04,0,0.0235,0.007,0.0205,0.0165,0,0.033,0.0055,0.01,0.3875,0.122,0.0025,0.01,0.269,0.0925,"out_sample_1000","outlier"
